Tab,ทำแล้ว,Item Code,ตำแหน่ง,Description,Trade Name,Common Name,Route,หน่วยการใช้งาน,Frequency/Rate,Note,Unit,Receipt Category,Alert Min,Alert Max,Formula,Sell Price,Rx Default,Status,Category
ทำแผล,,050000000059,1,"Coban 2""/ผ้ายืดพันแผล 2 นิ้ว","Coban 2""","Coban 2""/ผ้ายืดพันแผล2 นิ้ว",,ม้วน,,,ม้วน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / ม้วน; 50.00 / ม้วน,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000060,1,"Coban 3""/ผ้ายืดพันแผล 3 นิ้ว","Coban 3""ผ้ายืดพันแผล","Coban 3""/ ผ้ายืดพันแผล",,ม้วน,,,ม้วน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,70.00 / ม้วน; 70.00 / ม้วน,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000058,1,Fixomull (ซ.ม.),Fixomull (ซ.ม.),Fixomull (ซ.ม.),,เซนติเมตร,,,เซนติเมตร,ค่ายานำกลับ,0,0,A - Unit price,1.00 / เซนติเมตร,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000070,1,"เทปเหนียว 1 นิ้ว (Neoplast 1"")",เทปเหนียว 1 นิ้ว,เทปเหนียว 1 นิ้ว,,ม้วน,,,ม้วน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,60.00 / ม้วน; 60.00 / ม้วน,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000073,1,สำลีรองเฝือก,สำลีรองเฝือก,สำลีรองเฝือก,,ม้วน,,,ม้วน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,100.00 / ม้วน; 100.00 / ม้วน,มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000147,3,Irrigation 1000 ml (Saline Irrigate 1000 ml) สำหรับล้างท้อง,Saline Irrigate 1000 ml สำหรับล้างท้อง,Saline Irrigate 1000 ml,,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,100.00 / ขวด,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,080000000005,1,ค่าพันเฝือกอ่อน (Soft bandage ),ค่าพันเฝือก,ค่าพันเฝือก,,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,080000000008,1,ค่าพันเฝือกใช้ Exlite,ค่าพันเฝือกใช้ Exlite,ค่าพันเฝือกใช้ Exlite,,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,040000000167,1,Fentanyl patch (25 mcg/hr),Fentanyl patch (25 mcg/hr),Fentanyl patch (25 mcg/hr) ยาลดปวด,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / แผ่น; 300.00 / แผ่น,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,040000000170,1,Fentanyl patch (50mcg/hr) ยาลดปวด,,Fentanyl patch (25 mcg/hr) ยาลดปวด,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,500.00 / แผ่น; 500.00 / แผ่น,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,040000000171,1,แผ่นแปะกันน้ำ,,แผ่นแปะกันน้ำ,,แผ่น,,,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / แผ่น; 50.00 / แผ่น,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,050000000042,1,Stomach Tube 18/125cm,Stomach Tube 18/125cm,Stomach Tube 18/125cm,,อัน,,,อัน,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / อัน; 50.00 / อัน,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,040000000093,1,"Foley catheter 8 Fr x 22"" (male)","Foley catheter 8 Fr x 22"" (male)","Foley catheter 8 Fr x 22"" (male)",,เส้น,,,เส้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,800.00 / เส้น; 800.00 / เส้น,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำแผล,,040000000094,1,Foley catheter 2 ways CH 6 ตัวผู้,Foley catheter 2 ways CH 6,Foley catheter 2 ways CH 6,,เส้น,,,เส้น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,250.00 / เส้น; 250.00 / เส้น,ไม่มี,Active,"หัตถการ,ทำแผล"
ทำในห้อง,,030000000014,2,ค่าบริการวัดความดันเลือด (Blood Pressure) BP,ค่าบริการวัดความดันเลือด (Blood Pressure) BP,ค่าบริการวัดความดันเลือด (Blood Pressure),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,150.00 / ครั้ง; 150.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000056,3,ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,080000000016,2,ค่าหัตถการตัดเล็บ (Nail cutting),ค่าหัตถการตัดเล็บ (Nail cutting),ค่าหัตถการตัดเล็บ (Nail cutting),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,50.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000013,1,ค่าตรวจอุจจาระ (Fecal smear),ค่าตรวจอุจจาระ (Fecal smear),ค่าตรวจอุจจาระ (Fecal smear),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000072,1,ค่าส่องตรวจขี้หู(ear wax smear),ค่าส่องตรวจขี้หู(ear wax smear),ค่าส่องตรวจขี้หู(ear wax smear),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000050,1,"ค่าบริการตรวจตา, ย้อมสี, วัดระดับน้ำตา,วัดความดันตา (eye exam, Flu, STT,IOP)","ค่าบริการตรวจตา, ย้อมสี, วัดระดับน้ำตา,วัดความดันตา (eye exam, Flu, STT,IOP)","ค่าบริการตรวจตา, ย้อมสี, วัดระดับน้ำตา,วัดความดันตา (eye exam, Flu, STT,IOP)",,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,200.00 / ครั้ง; 200.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000078,1,ค่าบริการวัดระดับน้ำตา (STT),ค่าบริการวัดระดับน้ำตา (STT),ค่าบริการวัดระดับน้ำตา (STT),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000051,1,ค่าบริการวัดความดันลูกตา (IOP),ค่าบริการวัดความดันลูกตา (IOP),ค่าบริการวัดความดันลูกตา (IOP),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000077,1,ค่าบริการย้อมสีตา(fluorescin),ค่าบริการย้อมสีตา(fluorescein),ค่าบริการย้อมสีตา(fluorescein),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,080000000037,1,เลเซอร์บำบัด(laser therapy),เลเซอร์บำบัด(laser therapy),เลเซอร์บำบัด(laser therapy),,บาท,,,บาท,ค่าหัตถการ,0.0,0.0,A - Unit price,1.00 / บาท; 1.00 / บาท,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000011,1,ค่าตรวจเซลล์ผิวหนัง (Skin cytology),ค่าตรวจเซลล์ผิวหนัง (Skin cytology),ค่าตรวจเซลล์ผิวหนัง (Skin cytology),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000012,1,ค่าตรวจเซลล์ช่องหู (Ears Cytology),ค่าตรวจเซลล์ช่องหู (Ears Cytology),ค่าตรวจเซลล์ช่องหู (Ears Cytology),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000073,1,ค่าส่องตรวจเชื้อรา(wood's lamp),ค่าส่องตรวจเชื้อรา(wood's lamp),ค่าส่องตรวจเชื้อรา(wood's lamp),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,080000000032,1,ค่าหัตถการบีบต่อมก้นธรรมดา,ค่าหัตถการบีบต่อมก้นธรรมดา,ค่าหัตถการบีบต่อมก้นธรรมดา,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,50.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,080000000017,2,ค่าหัตถการบีบต่อมก้นแบบรุนแรง,ค่าหัตถการบีบต่อมก้นแบบรุนแรง,ค่าหัตถการบีบต่อมก้นแบบรุนแรง,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000054,1,ค่าบริการสวนล้างท่อน้ำตา (Lacrymal duct flushing),ค่าบริการสวนล้างท่อน้ำตา (Lacrymal duct flushing),ค่าบริการสวนล้างท่อน้ำตา (Lacrymal duct flushing),,ข้าง,,,ข้าง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ข้าง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,030000000053,1,Grid Keratotomy,Grid Keratotomy,Grid Keratotomy,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,500.00 / ครั้ง; 500.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,080000000030,3,ป้อนยา,ป้อนยา,ป้อนยา,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,30.00 / ครั้ง,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000173,1,Tx:Revolution 6 % 0.25 ml สุนัขและแมวไม่เกิน 2.5 kg,Revolution 6 % 0.25 ml สุนัขและแมวไม่เกิน 2.5 kg,,,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,250.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000174,1,Tx:Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),Revolution 6 % 0.75 ml แมว 2.6-7.5 kg(สีน้ำเงิน),,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,270.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000175,1,Tx:Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),Revolution 12 % 0.25 ml สุนัข 2.6-5.0 kg (สีม่วง),,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,280.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000176,1,Tx:Revolution 12 % 0.5 ml สุนัข 5.1-10kg(สีน้ำตาล),,,,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,330.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000177,1,Tx:Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),Revolution 12 % 1.0 ml สุนัข 10.1-20 kg(สีแดง),,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,350.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000178,1,Tx: Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),Revolution 12 % 2.0 ml สุนัข 20.1- 40 kg(สีเขียว),,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,405.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
ทำในห้อง,,040000000179,1,Tx: Revolution PLUS 0.5ml แมว 2.6-5 kg สีส้ม,Revolution PLUS 0.5ml แมว 2.6-5 kg สีส้ม,Revolution PLUS 0.5ml แมว 2.6-5 kg สีส้ม,,หลอด,,,หลอด,ค่ายาฉีด / สารน้ำ,0.0,0.0,A - Unit price,285.00 / หลอด,ไม่มี,Active,หัตถการทำในห้อง
หัตถการอื่นๆ,,080000000011,1,ค่าหัตถการสวนปัสสาวะสุนัข +เย็บคาท่อ (Catheter+nylon),ค่าหัตถการสวนปัสสาวะสุนัข +เย็บคาท่อ (Catheter+nylon),ค่าหัตถการสวนปัสสาวะสุนัข +เย็บคาท่อ (Catheter+nylon),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,250.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000012,1,ค่าหัตถการสวนปัสสาวะ,ค่าหัตถการสวนปัสสาวะ,ค่าหัตถการสวนปัสสาวะ,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000036,1,ค่าหัตถการสวนปัสสาวะแมว+เย็บคาท่อ (urinary catheter+nylon),ค่าหัตถการสวนปัสสาวะแมว+เย็บคาท่อ (urinary catheter+nylon),ค่าหัตถการสวนปัสสาวะแมว+เย็บคาท่อ (urinary catheter+nylon),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,600.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000020,1,ค่าหัตถการเจาะช่องท้อง (Abdominal paracentesis),ค่าหัตถการเจาะช่องท้อง (Abdominal paracentesis),ค่าหัตถการเจาะช่องท้อง (Abdominal paracentesis),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,250.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000013,1,ค่าหัตถการเย็บแผล (หัตถการขนาดเล็ก),ค่าหัตถการเย็บแผล (หัตถการขนาดเล็ก),ค่าหัตถการเย็บแผล (หัตถการขนาดเล็ก),,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000014,2,ค่าหัตถการเช็ดหู ธรรมดา (Ear dressing normal) ED,ค่าหัตถการเช็ดหู ธรรมดา (Ear dressing normal) ED,ค่าหัตถการเช็ดหู ธรรมดา (Ear dressing normal) ED,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,150.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000016,2,ค่าหัตถการตัดเล็บ (Nail cutting),ค่าหัตถการตัดเล็บ (Nail cutting),ค่าหัตถการตัดเล็บ (Nail cutting),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,50.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000002,1,ค่าหัตถการอาบน้ำ,ค่าหัตถการอาบน้ำ,ค่าหัตถการอาบน้ำ,,บาท,,,บาท,ค่าหัตถการ,0,0,A - Unit price,100.00 / บาท,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000004,2,ค่าหัตถการล้างปาก,ค่าหัตถการล้างปาก,ค่าหัตถการล้างปาก,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000023,1,ค่าหัดถการดีทอกซ์ Detox,ค่าหัดถการดีทอกซ์ Detox,ค่าหัดถการดีทอกซ์ Detox,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,500.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000026,1,ค่าหัตถการเย็บแม๊ค,ค่าหัตถการเย็บแม๊ค,ค่าหัตถการเย็บแม๊ค,,ตัว,,,ตัว,ค่าหัตถการ,0,0,A - Unit price,50.00 / ตัว,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000030,3,ป้อนยา,ป้อนยา,ป้อนยา,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,30.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000006,1,ค่าหัตถการเจาะกระเพาะปัสสาวะผ่านหน้าท้อง (Cystocentesis),ค่าหัตถการเจาะกระเพาะปัสสาวะผ่านหน้าท้อง (Cystocentesis),ค่าหัตถการเจาะกระเพาะปัสสาวะผ่านหน้าท้อง (Cystocentesis),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000017,2,ค่าหัตถการบีบต่อมก้นแบบรุนแรง,ค่าหัตถการบีบต่อมก้นแบบรุนแรง,ค่าหัตถการบีบต่อมก้นแบบรุนแรง,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000018,1,ค่าหัตถการสวนอุจจาระไม่รวมวางยา (Enema),ค่าหัตถการสวนอุจจาระไม่รวมวางยา (Enema),ค่าหัตถการสวนอุจจาระไม่รวมวางยา (Enema),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,500.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000035,2,ค่าหัตการพ่นยากำจัดเห็บหมัด,ค่าหัตการพ่นยากำจัดเห็บหมัด,ค่าหัตการพ่นยากำจัดเห็บหมัด,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000014,2,ค่าบริการวัดความดันเลือด (Blood Pressure) BP,ค่าบริการวัดความดันเลือด (Blood Pressure) BP,ค่าบริการวัดความดันเลือด (Blood Pressure),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,150.00 / ครั้ง; 150.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000056,3,ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000015,1,ค่าบริการตรวจคลื่นไฟฟ้าหัวใจ (Electrocardiogram) ECG EKG,ค่าบริการตรวจคลื่นไฟฟ้าหัวใจ (Electrocardiogram),ค่าบริการตรวจคลื่นไฟฟ้าหัวใจ (Electrocardiogram),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,250.00 / ครั้ง; 250.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000016,1,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง  Echo **ต่อเนื่อง**,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง Echo **ต่อเนื่อง**,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง Echo **ต่อเนื่อง**,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,600.00 / ครั้ง; 600.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000058,1,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง  Echo **ครั้งแรก**,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง  Echo **ครั้งแรก**,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง  Echo **ครั้งแรก**,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,900.00 / ครั้ง; 900.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,060000000077,1,ค่าบริการตรวจ glucose curve,ค่าบริการตรวจ glucose curve,ค่าบริการตรวจ glucose curve,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ครั้ง; 400.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,060000000079,1,ค่าตรวจโรคโปรโตซัวในกระต่าย,ค่าตรวจโรคโปรโตซัวในกระต่าย,ค่าตรวจโรคโปรโตซัวในกระต่าย,,ตัวอย่าง,,,ตัวอย่าง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000029,2,ป้อนอาหาร,ป้อนอาหาร,ป้อนอาหาร,,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,30.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000090,2,ตู้กกจีน *รายชั่วโมง*,,ตู้กกจีน *รายชั่วโมง*,,ชั่วโมง,,,ชั่วโมง,อื่นๆ,0.0,0.0,A - Unit price,50.00 / ชั่วโมง; 50.00 / ชั่วโมง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000091,2,ตู้กกจีน *เหมาคืน*,,ตู้กกจีน *เหมาคืน*,,คืน,,,คืน,อื่นๆ,0.0,0.0,A - Unit price,250.00 / คืน; 250.00 / คืน,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,080000000019,1,ค่าหัตถการเจาะช่องอก (Thoracocentesis),ค่าหัตถการเจาะช่องอก (Thoracocentesis),ค่าหัตถการเจาะช่องอก (Thoracocentesis),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,300.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,050000000147,3,Irrigation 1000 ml (Saline Irrigate 1000 ml) สำหรับล้างท้อง,Saline Irrigate 1000 ml สำหรับล้างท้อง,Saline Irrigate 1000 ml,,ขวด,,,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,100.00 / ขวด,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,030000000020,1,ค่าใช้บริการเครื่องเป่าลมร้อน (Bair Hugger),ค่าใช้บริการเครื่องเป่าลมร้อน (Bair Hugger),ค่าใช้บริการเครื่องเป่าลมร้อน (Bair Hugger),,ครั้ง,,,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active,หัตถการอื่นๆ
หัตถการอื่นๆ,,050000000163,1,ถุงปัสสาวะ (urine bag),ถุงปัสสาวะ (urine bag),ถุงปัสสาวะ (urine bag),,ถุง,,,ถุง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / ถุง; 50.00 / ถุง,ไม่มี,Active,หัตถการอื่นๆ
ยาฉุกเฉิน,,020000000112,1,Green pit Viper (เซรุ่มงูเขียวหางไหม้),Green pit Viper (เซรุ่มงูเขียวหางไหม้),Green pit Viper (เซรุ่มงูเขียวหางไหม้),slow IV,ขวด,,ผสมในน้ำเกลือ drip iv,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,"1,500.00 / ขวด",ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000113,1,Cobra Antivenin 10 ml (เซรุ่มงูเห่า),Cobra Antivenin 10 ml (เซรุ่มงูเห่า),Cobra Antivenin 10 ml (เซรุ่มงูเห่า),slow IV,ขวด,,ผสมในน้ำเกลือ drip iv,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,"1,500.00 / ขวด",ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000027,1,Adrenaline (inj.),Adrenaline 1 ซีซี/แอมพูล,Adrenaline 1 ซีซี/แอมพูล,IV,ซีซี,,dilute iv,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,50.00 / ซีซี,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000029,1,Atropine sulfate (inj.),Atropine sulfate,,IV,ซีซี,,dilute iv,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-20 = 100.00,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000038,2,Glucose 50 % (inj.),Glucose 50 %,Glucose 50 % (inj.),IV,ซีซี,,,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 60.00; 10.01-20 = 120.00; 20.01-30 = 180.00; 30.01-40 = 240.00; 40.01-50 = 300.00; 50.01-60 = 360.00; 60.01-70 = 420.00,ไม่มี,Active,ยาฉุกเฉิน
ยาฉุกเฉิน,,020000000034,2,Diazepam (inj.),Diazepam,,IV,ซีซี,,per rectum,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-0.5 = 30.00; 0.51-1 = 50.00; 1.01-2 = 80.00; 2.01-3 = 100.00; 3.01-4 = 100.00; 4.01-10 = 100.00,ไม่มี,Active,ยาฉุกเฉิน
