Item Code(รหัส),Description(ชื่อยา/บริการ),Trade Name(ชื่อการค้า),Common Name(ชื่อใช้เรียกบ่อย),Unit(หน่วยนับ),Receipt Category(หมวดใบเสร็จ),Alert Min,Alert Max,Formula,Sell Price(ราคาขาย),Rx Default,Status
'050000000199,Screw  VS 2.4,Screw  VS 2.4,Screw  VS 2.4,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / ตัว; 300.00 / ตัว,ไม่มี,Active
'050000000200,Screw  VS 2.7,Screw  VS 2.7,Screw  VS 2.7,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / ตัว; 300.00 / ตัว,ไม่มี,Active
'050000000201,Screw  VS 3.5,Screw  VS 3.5,Screw  VS3.5,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / ตัว; 300.00 / ตัว,ไม่มี,Active
'050000000203,Plate VS 2.4,Plate VS 2.4,Plate VS 2.4,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"4,000.00 / แผ่น; 4,000.00 / แผ่น",ไม่มี,Active
'050000000204,Locking Screw L Thina,Locking Screw L Thina,Locking Screw L Thina,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,410.00 / ตัว; 410.00 / ตัว,ไม่มี,Active
'050000000205,Locking Screw 1.2 Arix,Locking Screw 1.2 Arix,Locking Screw 1.2 Arix,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,560.00 / ตัว; 560.00 / ตัว,ไม่มี,Active
'050000000206,Locking Screw 1.5 Arix,Locking Screw 1.5 Arix,Locking Screw 1.5 Arix,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,620.00 / ตัว; 620.00 / ตัว,ไม่มี,Active
'050000000207,Cortical Screw 1.2 Arix,Cortical Screw 1.2 Arix,Cortical Screw 1.2 Arix,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,530.00 / ตัว; 530.00 / ตัว,ไม่มี,Active
'050000000208,Cortical Screw 2.0 ปกรภัณฑ์,Cortical Screw 2.0 ปกรภัณฑ์,Cortical Screw 2.0 ปกรภัณฑ์,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,520.00 / ตัว,ไม่มี,Active
'050000000209,Cortical Screw  S Thina,Cortical Screw  S Thina,Cortical Screw  S Thina,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,300.00 / ตัว; 300.00 / ตัว,ไม่มี,Active
'050000000210,Bone Plate L Thina,Bone Plate L Thina,Bone Plate l Thina,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"7,100.00 / แผ่น; 7,100.00 / แผ่น",ไม่มี,Active
'050000000211,Bone Plate 1.2 Arix,Bone Plate 1.2 Arix,Bone Plate 1.2 Arix,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"5,500.00 / แผ่น; 5,500.00 / แผ่น",ไม่มี,Active
'050000000212,Bone Plate 1.5 Arix,Bone Plate 1.5 Arix,Bone Plate 1.5 Arix,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"5,500.00 / แผ่น; 5,500.00 / แผ่น",ไม่มี,Active
'050000000213,Bone Plate 2.0 Arix,Bone Plate 2.0 Arix,Bone Plate 2.0 Arix,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"5,500.00 / แผ่น; 5,500.00 / แผ่น",ไม่มี,Active
'050000000214,Bone Plate S Thina,Bone Plate S Thina,Bone Plate S Thina,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"7,100.00 / แผ่น; 7,100.00 / แผ่น",ไม่มี,Active
'050000000215,Bone Plate M Thina,Bone Plate M Thina,Bone Plate M Thina,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"7,100.00 / แผ่น; 7,100.00 / แผ่น",ไม่มี,Active
'050000000216,Bone Plate 3.5 Arix,Bone Plate 3.5 Arix,Bone Plate 3.5 Arix,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"7,900.00 / แผ่น; 7,900.00 / แผ่น",ไม่มี,Active
'050000000217,Bone Graft,Bone Graft,Bone Graft,ครั้ง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"2,000.00 / ครั้ง; 2,000.00 / ครั้ง",ไม่มี,Active
'050000000218,Plate VS 2.7,Plate VS 2.7,Plate VS 2.7,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"4,000.00 / แผ่น; 4,000.00 / แผ่น",ไม่มี,Active
'050000000219,Plate VS 3.5,Plate VS 3.5,Plate VS 3.5,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"4,000.00 / แผ่น; 4,000.00 / แผ่น",ไม่มี,Active
'050000000220,Bone Plate 2.4 Arix,Bone Plate 2.4 Arix,Bone Plate 2.4 Arix,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"6,100.00 / แผ่น; 6,100.00 / แผ่น",ไม่มี,Active
'050000000221,Bone Plate 2.7 Arix,Bone Plate 2.7 Arix,Bone Plate 2.7 Arix,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"6,100.00 / แผ่น; 6,100.00 / แผ่น",ไม่มี,Active
'050000000222,Lipase,Lipase,Lipase,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,300.00 / ตัวอย่าง,ไม่มี,Active
'050000000223,เสื้อหลังผ่าตัด 2XL,เสื้อหลังผ่าตัด 2XL,เสื้อหลังผ่าตัด 2XL,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,230.00 / ตัว; 230.00 / ตัว,ไม่มี,Active
'050000000224,เสื้อหลังผ่าตัด 3XL,เสื้อหลังผ่าตัด 3XL,เสื้อหลังผ่าตัด 3XL,ตัว,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,240.00 / ตัว; 240.00 / ตัว,ไม่มี,Active
'050000000225,Plate ปกรภัณฑ์,Plate ปกรภัณฑ์,Plate ปกรภัณฑ์,แผ่น,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,"3,000.00 / แผ่น",ไม่มี,Active
'050000000226,Ligasure (3000),Erbe,Erbe,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,"3,000.00 / ครั้ง",ไม่มี,Active
'050000000227,Covidien (1000),Covidien,Covidien,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,"1,000.00 / ครั้ง",ไม่มี,Active
'050000000228,เครื่องจี้ตัด Erbe (500),เครื่องจี้ตัด Erbe,เครื่องจี้ตัด Erbe,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,500.00 / ครั้ง,ไม่มี,Active
'060000000001,CBC,CBC,CBC,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,200.00 / ตัวอย่าง,ไม่มี,Active
'060000000002,Agglutination,Agglutination,Agglutination,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,20.00 / ตัวอย่าง,ไม่มี,Active
'060000000003,Reticulocyte,Reticulocyte,Reticulocyte,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000004,Fibrinogen,Fibrinogen,Fibrinogen,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000005,Crossmatching,Crossmatching,Crossmatching,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,150.00 / ตัวอย่าง,ไม่มี,Active
'060000000006,BUN,BUN,BUN,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000007,Creatinine,Creatinine,Creatinine,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000008,Glucose,Glucose,Glucose,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000009,Amylase,Amylase,Amylase,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,200.00 / ตัวอย่าง,ไม่มี,Active
'060000000011,AST (SGOT),AST (SGOT),AST (SGOT),ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000012,ALK. Phos,ALK. Phos,ALK. Phos,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000013,Total bilirubin,Total bilirubin,Total bilirubin,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000014,Direct bilirubin,Direct bilirubin,Direct bilirubin,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000015,Indirect bilirubin,Indirect bilirubin,Indirect bilirubin,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000016,Cholesterol,Cholesterol,Chrolesterol,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000017,Trigrycerides,,Trigrycerides,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,150.00 / ตัวอย่าง,ไม่มี,Active
'060000000018,Protien,Protien,Protien,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000019,Albumin,Albumin,Albumin,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000020,Electrolyte,Electrolyte,Electrolyte,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,350.00 / ตัวอย่าง,ไม่มี,Active
'060000000021,Urinalysis,Urinalysis,Urinalysis,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,120.00 / ตัวอย่าง,ไม่มี,Active
'060000000022,Hormone T3,Hormone T3,Hormone T3,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,200.00 / ตัวอย่าง,ไม่มี,Active
'060000000024,Hormone T4,Hormone T4,Hormone T4,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,250.00 / ตัวอย่าง; 250.00 / ตัวอย่าง,ไม่มี,Active
'060000000025,Hormone Free T4,Hormone Free T4,Hormone Free T4,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0.0,0.0,A - Unit price,250.00 / ตัวอย่าง; 250.00 / ตัวอย่าง,ไม่มี,Active
'060000000026,Hormone TSH,Hormone TSH,Hormone TSH,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,250.00 / ตัวอย่าง; 250.00 / ตัวอย่าง,ไม่มี,Active
'060000000027,Hormone Cortisol,Hormone Cortisol,Hormone Cortisol,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000028,Hormone Progesterone,Hormone Progesterone,Hormone Progesterone,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,600.00 / ตัวอย่าง,ไม่มี,Active
'060000000029,Hormone Testosterone,Hormone Testosterone,Hormone Testosterone,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,450.00 / ตัวอย่าง,ไม่มี,Active
'060000000030,Serum Phenobabital,Serum Phenobabital,Serum Phenobabital,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,600.00 / ตัวอย่าง,ไม่มี,Active
'060000000031,Fructosamia,,Fructosamia,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,300.00 / ตัวอย่าง,ไม่มี,Active
'060000000032,Calcium,Calcium,Calcium,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000033,Phosphorus,Phosphorus,Phosphorus,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000035,Chloride,Chloride,Chloride,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / ตัวอย่าง,ไม่มี,Active
'060000000036,Brucellosis,Brucellosis,Brucellosis,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,200.00 / ตัวอย่าง,ไม่มี,Active
'060000000038,Glucose strip,Glucose strip,Glucose strip,ตัวอย่าง,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,50.00 / ตัวอย่าง; 50.00 / ตัวอย่าง,ไม่มี,Active
'060000000039,PCV (ปั่น),PCV (ปั่น),PCV (ปั่น),ครั้ง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,30.00 / ครั้ง,ไม่มี,Active
'060000000040,CPK,,CPK,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / ตัวอย่าง,ไม่มี,Active
'060000000042,Globulin,Globulin,Globulin,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,50.00 / ตัวอย่าง,ไม่มี,Active
'060000000043,Leptospirosis (IgG & IgM titer),Leptospirosis (IgG & IgM titer),Leptospirosis (IgG & IgM titer),ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,700.00 / ตัวอย่าง,ไม่มี,Active
'060000000045,(Bl209) PCR :CDV (Canine distemper),PCR :CDV (Canine distemper),PCR :CDV (Canine distemper),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,900.00 / ตัวอย่าง; 900.00 / ตัวอย่าง,ไม่มี,Active
'060000000046,(Bl215) PCR: FeLV (Feline leukeia),PCR: FeLV (Feline leukeia),PCR: FeLV (Feline leukeia),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000047,PCR: BLV (Bovine leukosis),PCR: BLV (Bovine leukosis),PCR: BLV (Bovine leukosis),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,450.00 / ตัวอย่าง; 450.00 / ตัวอย่าง,ไม่มี,Active
'060000000048,PCR: Anaplasm platys,PCR: Anaplasm platys,PCR: Anaplasm platys,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,450.00 / ตัวอย่าง; 450.00 / ตัวอย่าง,ไม่มี,Active
'060000000049,(Bl210) PCR: Babesia spp.,PCR: Babesia spp.,PCR: Babesia spp.,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000050,(Bl218) PCR: Trypanosoma spp.,,PCR: Trypanosoma spp.,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000051,(Bl216) PCR: FIV,PCR: FIV,PCR: FIV,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,450.00 / ตัวอย่าง; 450.00 / ตัวอย่าง,ไม่มี,Active
'060000000052,(Bl211) PCR: Ehrlichia spp.,PCR: Ehrlichia spp.,PCR: Ehrlichia spp.,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000053,PCR: Hepatozoon canis,PCR: Hepatozoon canis,PCR: Hepatozoon canis,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000054,(Bl529) PCR Canine Parvo Virus (CPV),PCR Canine Parvo Virus (CPV),PCR Canine Parvo Virus (CPV),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000055,(Bl214) PCR: Feline Infectious Peritonnitis Virus (FIPV),,(Bl214) PCR: Feline Infectious Peritonnitis Virus (FIPV),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,900.00 / ตัวอย่าง; 900.00 / ตัวอย่าง,ไม่มี,Active
'060000000056,(Bl599) PCR: Anaplasm spp.,PCR: Anaplasm spp.,PCR: Anaplasm spp.,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000057,PCR: Babesia spp.and Theileria spp.,PCR: Babesia spp.and Theileria spp.,PCR: Babesia spp.and Theileria spp.,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000058,PCR: Babesia bovis,PCR: Babesia bovis,PCR: Babesia bovis,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,450.00 / ตัวอย่าง; 450.00 / ตัวอย่าง,ไม่มี,Active
'060000000059,PCR: Babesia bigeminia,PCR: Babesia bigeminia,PCR: Babesia bigeminia,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,450.00 / ตัวอย่าง; 450.00 / ตัวอย่าง,ไม่มี,Active
'060000000060,PCR: Theileria annulata,PCR: Theileria annulata,PCR: Theileria annulata,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000061,(Bl213)PCR:Feline Herpes Virus (FHV),,PCR:Feline Herpes Virus (FHV),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,550.00 / ตัวอย่าง; 550.00 / ตัวอย่าง,ไม่มี,Active
'060000000062,(Bl280) PCR: Encephalitozoon cuniculi,,PCR: Encephalitozoon cuniculi,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,600.00 / ตัวอย่าง; 600.00 / ตัวอย่าง,ไม่มี,Active
'060000000063,(Dl281) : ระดับภูมิคุ้มกันต่อเชื้อ  E. cuniculi,,ระดับภูมิคุ้มกันต่อเชื้อ  E. cuniculi,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,500.00 / ตัวอย่าง; 500.00 / ตัวอย่าง,ไม่มี,Active
'060000000064,Brucellosis (โรคแท้งติดต่อในสุนัข),,Brucellosis (โรคแท้งติดต่อในสุนัข),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,200.00 / ตัวอย่าง; 200.00 / ตัวอย่าง,ไม่มี,Active
'060000000065,urine cortisol:creatinine ratio (UCCR),urine cortisol:creatinine ratio (UCCR),urine cortisol:creatinine ratio (UCCR),Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,750.00 / Test,ไม่มี,Active
'060000000066,Ammonia,Ammonia,Ammonia,Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,600.00 / Test,ไม่มี,Active
'060000000067,uric acid,uric acid,uric acid,Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / Test,ไม่มี,Active
'060000000068,Trypanosomiasis,Trypanosomiasis,Trypanosomiasis,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0.0,0.0,A - Unit price,100.00 / ตัวอย่าง; 100.00 / ตัวอย่าง,ไม่มี,Active
'060000000069,folate,folate,folate,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,700.00 / ตัวอย่าง,ไม่มี,Active
'060000000070,cobalamine,cobalamine,cobalamine,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,700.00 / ตัวอย่าง,ไม่มี,Active
'060000000071,canine T4,canine T4,canine T4,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,650.00 / ตัวอย่าง; 650.00 / ตัวอย่าง,ไม่มี,Active
'060000000072,canine TSH,canine TSH,canine TSH,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,800.00 / ตัวอย่าง; 800.00 / ตัวอย่าง,ไม่มี,Active
'060000000073,canine TLI,canine TLI,canine TLI,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,"1,100.00 / ตัวอย่าง; 1,100.00 / ตัวอย่าง",ไม่มี,Active
'060000000074,serum GGT,serum GGT,serum GGT,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'060000000075,bile acid,bile acid,bile acid,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,"1,000.00 / ตัวอย่าง",ไม่มี,Active
'060000000076,ค่าบริการตรวจชนิดนิ่ว,ค่าบริการตรวจชนิดนิ่ว,ค่าบริการตรวจชนิดนิ่ว,Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / Test,ไม่มี,Active
'060000000077,ค่าบริการตรวจ glucose curve,ค่าบริการตรวจ glucose curve,ค่าบริการตรวจ glucose curve,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ครั้ง; 400.00 / ครั้ง,ไม่มี,Active
'060000000079,ค่าตรวจโรคโปรโตซัวในกระต่าย,ค่าตรวจโรคโปรโตซัวในกระต่าย,ค่าตรวจโรคโปรโตซัวในกระต่าย,ตัวอย่าง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000080,(Bl152) PCR: Chlamydia psittaci/โรคไข้หวัดนกแก้ว,,(Bl152) Chlamydia psittaci/โรคไข้หวัดนกแก้ว,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,500.00 / ตัวอย่าง; 500.00 / ตัวอย่าง,ไม่มี,Active
'060000000081,ค่าตรวจโรคกระเพาะอาหารโต,ค่าตรวจโรคกระเพาะอาหารโต,ค่าตรวจโรคกระเพาะอาหารโต,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000082,ค่าตรวจโรคนิวคาสเซิล,ค่าตรวจโรคนิวคาสเซิล,ค่าตรวจโรคนิวคาสเซิล,ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรกำแพงแสน,0.0,0.0,A - Unit price,400.00 / ตัวอย่าง; 400.00 / ตัวอย่าง,ไม่มี,Active
'060000000083,ค่าตรวจโรคจงอยปากขน (PBFV),ค่าตรวจโรคจงอยปากขน (PBFV),ค่าตรวจโรคจงอยปากขน (PBFV),ตัวอย่าง,ค่าหัตถการ,0.0,0.0,A - Unit price,450.00 / ตัวอย่าง; 450.00 / ตัวอย่าง,ไม่มี,Active
'060000000085,blood gas (Istat),blood gas (Istat),blood gas (Istat),Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,500.00 / Test,ไม่มี,Active
'060000000086,(BI 151) PCR:PBFD VIRUS(จงอยปากและขน) Psittacine Brak and Feather Diisease Virus,PCR:PBFD VIRUS,PCR:PBFD VIRUS,Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,550.00 / Test,ไม่มี,Active
'060000000087,"(BI155) PCR: Avian Bornavirus /โรคกระเพาะอาหารโต (ABV,PDD)",PCR Avian Bornavirus,PCR Avian Bornavirus,Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,"1,100.00 / Test",ไม่มี,Active
'060000000088,(Bl515) PCR Avian polyoma virus,PCR Avian polyoma virus,PCR Avian polyoma virus,Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,550.00 / Test,ไม่มี,Active
'060000000089,(BI150) PCR sexing(ตรวจเพศนก/กรุณาระบุสายพันธ์ทุกครั้ง,PCR sexing(ตรวจเพศนก),PCR sexing(ตรวจเพศนก),Test,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,500.00 / Test,ไม่มี,Active
'060000000090,(Bl153) PCR: Psittacid Herpesvirus 1(PsHV-1)/โรคพาเชโค,,PCR: Psittacid Herpesvirus 1(PsHV-1)/โรคพาเชโค,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,500.00 / ตัวอย่าง,ไม่มี,Active
'070000000001,CBC +Retic,CBC +Retic,CBC +Retic,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,300.00 / ตัวอย่าง,ไม่มี,Active
'070000000004,ALT (SGPT),ALT (SGPT),ALT (SGPT),ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,70.00 / ตัวอย่าง,ไม่มี,Active
'070000000006,Potassium,Potassium,Potassium,ตัวอย่าง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,100.00 / ตัวอย่าง,ไม่มี,Active
'080000000002,ค่าหัตถการอาบน้ำ,ค่าหัตถการอาบน้ำ,ค่าหัตถการอาบน้ำ,บาท,ค่าหัตถการ,0,0,A - Unit price,100.00 / บาท,ไม่มี,Active
'080000000004,ค่าหัตถการล้างปาก,ค่าหัตถการล้างปาก,ค่าหัตถการล้างปาก,ครั้ง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active
