Item Code(รหัส),Description(ชื่อยา/บริการ),Trade Name(ชื่อการค้า),Common Name(ชื่อใช้เรียกบ่อย),Unit(หน่วยนับ),Receipt Category(หมวดใบเสร็จ),Alert Min,Alert Max,Formula,Sell Price(ราคาขาย),Rx Default,Status
'020000000153,Sevoflurane,,Sevoflurane,ชั่วโมง,ค่ายาฉีด / สารน้ำ,0.0,0.0,B - Range price,"0.01-1 = 1,500.00; 1.01-1.5 = 2,000.00; 1.51-2 = 2,500.00; 2.01-2.5 = 3,000.00; 2.51-3 = 3,500.00; 3.01-3.5 = 4,000.00; 3.51-4 = 4,500.00; 4.01-4.5 = 5,000.00; 4.51-5 = 5,500.00; 5.01-5.5 = 6,000.00; 5.51-6 = 6,500.00; 0.01-1 = 1,500.00; 1.01-1.5 = 2,000.00; 1.51-2 = 2,500.00; 2.01-2.5 = 3,000.00; 2.51-3 = 3,500.00; 3.01-3.5 = 4,000.00; 3.51-4 = 4,500.00; 4.01-4.5 = 5,000.00; 4.51-5 = 5,500.00; 5.01-5.5 = 6,000.00; 5.51-6 = 6,500.00",ไม่มี,Active
'020000000154,Librela (bedinvetmab30mg/ml) For dog,Librela,Librela,ขวด,ค่ายาฉีด / สารน้ำ,0,0,C - Divide factor price,"4,200.00 / 1",ไม่มี,Active
'020000000155,L-asparaginase  *เคมีบำบัด ม.กึ้ง*,,L-asparaginase,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,"1,600.00 / ขวด",ไม่มี,Active
'020000000156,Glargine insulin 3ml (100unit/ml),,Glargine insulin 3ml (100unit/ml),หลอด,ค่ายานำกลับ,0,0,A - Unit price,700.00 / หลอด,มี,Active
'020000000157,Diazepam 8.1-10 ml /ไซริงค์ (สวนทวาร),Diazepam 8.1-10 ml /ไซริงค์ (สวนทวาร),Diazepam 8.1-10 ml /ไซริงค์ (สวนทวาร),หลอด,ค่ายานำกลับ,0,0,A - Unit price,140.00 / หลอด,มี,Active
'020000000158,Cavumox 1.2g (inj) IV,Amoxicillin  1 g + Clavulanate 200 mg,อัตราส่วน Amoxicillin : Clavulanate คิดเป็น  5:1,ขวด,ค่ายาฉีด / สารน้ำ,0,0,A - Unit price,500.00 / ขวด,ไม่มี,Active
'020000000159,Rx:Clexane (Enoxaparine 8000 IU/0.8ml),Clexane (Enoxaparine 8000 IU/0.8ml),Clexane (Enoxaparine 8000 IU/0.8ml),หลอด,ค่ายานำกลับ,0.0,0.0,A - Unit price,500.00 / หลอด; 700.00 / 1,ไม่มี,Active
'020000000160,Norepinephrine inj,,Norepinephrine,ซีซี,ค่ายาฉีด / สารน้ำ,0,0,B - Range price,0.01-10 = 100.00; 10.01-20 = 200.00; 20.1-30 = 300.00,ไม่มี,Active
'020000000161,Doxorubicin 50mg/25ml (inj.),Doxorubicin,Doxorubicin,ขวด,ค่ายาฉีด / สารน้ำ,0.0,0.0,C - Divide factor price,700.00 / 1,ไม่มี,Active
'020000000162,ชุดทดสอบ SNAP 4DX,SNAP 4DX,,ชุด,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,600.00 / ชุด,ไม่มี,Active
'020000000163,ผ้าก๊อซนาโน,ผ้าก๊อซนาโน,,ห่อ,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,30.00 / ห่อ,ไม่มี,Active
'020000000164,ชุดทดสอบลิวคีเมีย และภูมิคุ้มกันบกพร่องในแมว (Witness:FeLV/FIV testkit),Witness:FeLV/FIV testkit,,ชุด,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,400.00 / ชุด,ไม่มี,Active
'020000000165,ชุดทดสอบไข้หัดสุนัข (CDV Ag testkit),CDV Ag testkit,,ชุด,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,350.00 / ชุด,ไม่มี,Active
'020000000166,ชุดทดสอบลำไส้อักเสบ (พาร์โว/โคโรนา) (CPV/CCV Ag testkit),CPV/CCV Ag testkit,,ชุด,ค่าเวชภัณฑ์ / วัสดุการแพทย์,0.0,0.0,A - Unit price,350.00 / ชุด,ไม่มี,Active
'020000000167,Rx:Aminophyline 0.25 gm (inj.),Aminophyline 0.25 gm,,ซีซี,ค่ายานำกลับ,0.0,0.0,B - Range price,0.01-10 = 80.00; 10.01-20 = 160.00; 20.01-30 = 240.00; 30.01-40 = 320.00; 40.01-50 = 400.00,ไม่มี,Active
'020000000168,Rx:Gentamycin (inj),Gentamycin (inj),Gentamycin (inj),ซีซี,ค่ายานำกลับ,0.0,0.0,B - Range price,0.01-1 = 60.00; 1.01-2 = 100.00; 2.01-3 = 150.00,ไม่มี,Active
'020000000170,OFA - S (ยกกระปุก 60 แคปซูล),OFA – S,(ยกกระปุก 60 แคปซูล) OFA  S  (60 เม็ด)บำรุงขนและผิวหนัง,กระปุก,ค่ายานำกลับ,0.0,0.0,C - Divide factor price,720.00 / 1,มี,Active
'020000000171,Rx: Acetylcysteine (Flumucil inj 300 mg ) (inj.),Acetylcysteine (Flumucil inj 300 mg ) (inj.),Acetylcysteine (Flumucil inj 300 mg ) (inj.),ซีซี,ค่ายานำกลับ,0.0,0.0,B - Range price,0.01-1.5 = 50.00; 1.51-3 = 100.00; 3.01-6 = 150.00; 6.01-9 = 200.00; 9.01-15 = 250.00,ไม่มี,Active
'030000000001,ค่าบัตร,ค่าบัตร,ค่าบัตร,ครั้ง,ค่าบัตร,0,0,A - Unit price,10.00 / ครั้ง,ไม่มี,Active
'030000000002,ค่าตรวจ,ค่าตรวจ,ค่าตรวจ,ครั้ง,ค่าตรวจ,0,0,A - Unit price,100.00 / ครั้ง,ไม่มี,Active
'030000000003,ค่ายานำกลับ,ค่ายา,ค่ายา,บาท,ค่ายานำกลับ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000004,ค่าวัคซีน,ค่าวัคซีน,ค่าวัคซีน,บาท,ค่าวัคซีน,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000005,ค่าผ่าตัด,ค่าผ่าตัด,ค่าผ่าตัด,บาท,ค่าผ่าตัด,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000006,ค่าฝากสัตว์ป่วย(สุนัข:คิดตามน้ำหนักตัว),ค่าฝากสัตว์ป่วย(สุนัข:คิดตามน้ำหนักตัว),ค่าฝากสัตว์ป่วย(สุนัข:คิดตามน้ำหนักตัว),กิโลกรัม,ค่าฝากสัตว์ป่วย,0,0,B - Range price,0.01-5 = 150.00; 5.01-10 = 200.00; 10.01-25 = 250.00; 25.01-80 = 300.00,ไม่มี,Active
'030000000007,ค่าตรวจทางห้องปฏิบัติการ,ค่าตรวจทางห้องปฏิบัติการ,ค่าตรวจทางห้องปฏิบัติการ,บาท,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000008,ค่าฝากสัตว์ป่วย(แมว),ค่าฝากสัตว์ป่วย(แมว),ค่าฝากสัตว์ป่วย(แมว),ครั้ง,ค่าฝากสัตว์ป่วย,0,0,A - Unit price,150.00 / ครั้ง,ไม่มี,Active
'030000000009,อื่นๆ,อื่นๆ,อื่นๆ,บาท,อื่นๆ,0,0,A - Unit price,1.00 / บาท,ไม่มี,Active
'030000000010,ค่าขูดตรวจไรขี้เรื้อน (Skin scraping),ค่าขูดตรวจไรขี้เรื้อน (Skin scraping),ค่าขูดตรวจไรขี้เรื้อน (Skin scraping),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active
'030000000011,ค่าตรวจเซลล์ผิวหนัง (Skin cytology),ค่าตรวจเซลล์ผิวหนัง (Skin cytology),ค่าตรวจเซลล์ผิวหนัง (Skin cytology),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000012,ค่าตรวจเซลล์ช่องหู (Ears Cytology),ค่าตรวจเซลล์ช่องหู (Ears Cytology),ค่าตรวจเซลล์ช่องหู (Ears Cytology),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000013,ค่าตรวจอุจจาระ (Fecal smear),ค่าตรวจอุจจาระ (Fecal smear),ค่าตรวจอุจจาระ (Fecal smear),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active
'030000000014,ค่าบริการวัดความดันเลือด (Blood Pressure) BP,ค่าบริการวัดความดันเลือด (Blood Pressure) BP,ค่าบริการวัดความดันเลือด (Blood Pressure),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,150.00 / ครั้ง; 150.00 / ครั้ง,ไม่มี,Active
'030000000015,ค่าบริการตรวจคลื่นไฟฟ้าหัวใจ (Electrocardiogram) ECG EKG,ค่าบริการตรวจคลื่นไฟฟ้าหัวใจ (Electrocardiogram),ค่าบริการตรวจคลื่นไฟฟ้าหัวใจ (Electrocardiogram),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,250.00 / ครั้ง; 250.00 / ครั้ง,ไม่มี,Active
'030000000016,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง  Echo **ต่อเนื่อง**,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง Echo **ต่อเนื่อง**,ค่าบริการตรวจหัวใจด้วยคลื่นสะท้อนความถี่สูง Echo **ต่อเนื่อง**,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,600.00 / ครั้ง; 600.00 / ครั้ง,ไม่มี,Active
'030000000017,ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ค่าบริการดมอ๊อกซิเจน แบบเหมา 12 ชม.(oxygen 12 hr.),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,400.00 / ครั้ง; 400.00 / ครั้ง,ไม่มี,Active
'030000000018,ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (oxygen  per hour),ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (oxygen  per hour),ค่าบริการดมอ๊อกซิเจน รายชั่วโมง (O2  per hour),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000019,ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump),ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump),ค่าใช้บริการเครื่องให้น้ำเกลืออัตโนมัติ (Infusion pump),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,50.00 / ครั้ง; 50.00 / ครั้ง,ไม่มี,Active
'030000000020,ค่าใช้บริการเครื่องเป่าลมร้อน (Bair Hugger),ค่าใช้บริการเครื่องเป่าลมร้อน (Bair Hugger),ค่าใช้บริการเครื่องเป่าลมร้อน (Bair Hugger),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000021,ค่าใช้บริการเครื่องติดตามสัญญาณชีพ (Mornitor),ค่าใช้บริการเครื่องติดตามสัญญาณชีพ (Mornitor),ค่าใช้บริการเครื่องติดตามสัญญาณชีพ (Mornitor),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000022,ค่าใช้บริการเครื่องช่วยหายใจ (Ventilator),ค่าใช้บริการเครื่องช่วยหายใจ (Ventilator),ค่าใช้บริการเครื่องช่วยหายใจ (Ventilator),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,"1,000.00 / ครั้ง; 1,000.00 / ครั้ง",ไม่มี,Active
'030000000023,ค่าช่วยชีวิต (CPR),ค่าช่วยชีวิต (CPR),ค่าช่วยชีวิต (CPR),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,300.00 / ครั้ง; 300.00 / ครั้ง,ไม่มี,Active
'030000000024,ค่าบริการถ่ายเลือด (Blood transfusion),ค่าบริการถ่ายเลือด (Blood transfusion),ค่าบริการถ่ายเลือด (Blood transfusion),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,"1,000.00 / ครั้ง; 1,500.00 / ครั้ง",ไม่มี,Active
'030000000025,ค่าบริการถ่ายเลือด เจ้าของนำสุนัขมาเอง (Blood transfusion),ค่าบริการถ่ายเลือด เจ้าของนำสุนัขมาเอง (Blood transfusion),ค่าบริการถ่ายเลือด เจ้าของนำสุนัขมาเอง (Blood transfusion),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,"1,500.00 / ครั้ง; 1,200.00 / ครั้ง",ไม่มี,Active
'030000000026,ค่าแก้น้ำเกลือ,ค่าแก้น้ำเกลือ,ค่าแก้น้ำเกลือ,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,20.00 / ครั้ง; 20.00 / ครั้ง,ไม่มี,Active
'030000000027,Barium sulphate (ขายกลับบ้าน),Barium sulphate,Barium sulphate (สารทึบรังสี),ซีซี,ค่ายานำกลับ,0,0,C - Divide factor price,50.00 / 30,มี,Active
'030000000028,CCU box แบบเหมาคืน,CCU box แบบเหมาคืน,CCU box แบบเหมาคืน,คืน,ค่าฝากสัตว์ป่วย,0.0,0.0,A - Unit price,500.00 / คืน; 500.00 / คืน,ไม่มี,Active
'030000000029,CCU box รายชั่วโมง,CCU box รายชั่วโมง,CCU box รายชั่วโมง,ชั่วโมง,ค่าฝากสัตว์ป่วย,0.0,0.0,A - Unit price,100.00 / ชั่วโมง; 100.00 / ชั่วโมง,ไม่มี,Active
'030000000030,ค่าส่งตรวจชิ้นเนื้อ (Biopsy),ค่าส่งตรวจชิ้นเนื้อ (Biopsy),ค่าส่งตรวจชิ้นเนื้อ (Biopsy),ตัวอย่าง,ค่าตรวจศูนย์ชันสูตรบางเขน,0.0,0.0,A - Unit price,800.00 / ตัวอย่าง; 800.00 / ตัวอย่าง,ไม่มี,Active
'030000000031,ค่าวินิจฉัยเซลล์จากช่องคลอด (Vaginal cytology) series,ค่าวินิจฉัยเซลล์จากช่องคลอด (Vaginal cytology) series,ค่าวินิจฉัยเซลล์จากช่องคลอด (Vaginal cytology) series,แผ่น,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,400.00 / แผ่น,ไม่มี,Active
'030000000032,เพาะเชื้อรา (Fungal culture),เพาะเชื้อรา (Fungal culture),เพาะเชื้อรา (Fungal culture),ครั้ง,ค่าตรวจทางห้องปฎิบัติการ,0,0,A - Unit price,550.00 / ครั้ง,ไม่มี,Active
'030000000048,ใบส่งตัว,,ใบส่งตัว,แผ่น,ค่าบริการทางการแพทย์,0.0,0.0,A - Unit price,50.00 / แผ่น; 50.00 / แผ่น,ไม่มี,Active
'030000000049,ค่าบริการตรวจคลินิคโรคตา,ค่าบริการตรวจคลินิคโรคตา,ค่าบริการตรวจคลินิคโรคตา,ครั้ง,ค่าตรวจ,0,0,A - Unit price,250.00 / ครั้ง,ไม่มี,Active
'030000000050,"ค่าบริการตรวจตา, ย้อมสี, วัดระดับน้ำตา,วัดความดันตา (eye exam, Flu, STT,IOP)","ค่าบริการตรวจตา, ย้อมสี, วัดระดับน้ำตา,วัดความดันตา (eye exam, Flu, STT,IOP)","ค่าบริการตรวจตา, ย้อมสี, วัดระดับน้ำตา,วัดความดันตา (eye exam, Flu, STT,IOP)",ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,200.00 / ครั้ง; 200.00 / ครั้ง,ไม่มี,Active
'030000000051,ค่าบริการวัดความดันลูกตา (IOP),ค่าบริการวัดความดันลูกตา (IOP),ค่าบริการวัดความดันลูกตา (IOP),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000052,Eye Excisional Debridement,Eye Excisional Debridement,Eye Excisional Debridement,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,500.00 / ครั้ง; 500.00 / ครั้ง,ไม่มี,Active
'030000000053,Grid Keratotomy,Grid Keratotomy,Grid Keratotomy,ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,500.00 / ครั้ง; 500.00 / ครั้ง,ไม่มี,Active
'030000000054,ค่าบริการสวนล้างท่อน้ำตา (Lacrymal duct flushing),ค่าบริการสวนล้างท่อน้ำตา (Lacrymal duct flushing),ค่าบริการสวนล้างท่อน้ำตา (Lacrymal duct flushing),ข้าง,ค่าหัตถการ,0,0,A - Unit price,100.00 / ข้าง,ไม่มี,Active
'030000000055,ค่าตรวจนอกเวลาราชการ,ค่าตรวจนอกเวลาราชการ,ค่าตรวจนอกเวลาราชการ,ครั้ง,ค่าตรวจ,0.0,0.0,A - Unit price,200.00 / ครั้ง; 200.00 / ครั้ง,ไม่มี,Active
'030000000056,ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ค่าบริการดมละอองยา (Nebulization) (ดมตู้คิด 1.5 ครั้ง),ครั้ง,ค่าหัตถการ,0.0,0.0,A - Unit price,100.00 / ครั้ง; 100.00 / ครั้ง,ไม่มี,Active
'030000000057,เพาะเชื้อแบคทีเรีย (Aerobic) และทดสอบความไวต่อยาปฏิชีวนะ (Bacterial Culture and Drug Sensitivity),เพาะเชื้อแบคทีเรีย (Aerobic) และทดสอบความไวต่อยาปฏิชีวนะ (Bacterial Culture and Drug Sensitivity),ค่าเพาะเชื้อแบคทีเรีย (Aerobic) และทดสอบความไวต่อยาปฏิชีวนะ (Bacterial Culture and Drug Sensitivity),ครั้ง,ค่าตรวจทางห้องปฎิบัติการ,0.0,0.0,A - Unit price,400.00 / ครั้ง; 400.00 / ครั้ง,ไม่มี,Active
